Station information:,,,,,,,,,,,
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority,,,,
"Lincoln, Broadfield Ews",17603,H32645,-43.62622,172.4704,18,H,Niwa/Plant & Food Research,,,,
"Christchurch, Kyle St Ews",24120,H3256F,-43.53074,172.60769,6,H,Niwa,,,,
Sugar Loaf Aws,35136,H32669,-43.60369,172.64928,496,H,Metservice,,,,
Diamond Harbour Ews,40985,H32674,-43.63312,172.72808,122,H,Niwa,,,,
Bromley Ews,43967,H3257J,-43.52828,172.72096,3,H,Niwa,,,,
Cass Ews,44637,H31073,-43.03447,171.75999,571,H,Niwa,,,,
Christchurch Botanic Gardens Ews,44763,H3256Q,-43.5294,172.62,17,H,Niwa,,,,
Christchurch Aero,4843,H32451,-43.493,172.537,37,G,N/A,,,,
"Note: Position precision types are: ""W"" = based on whole minutes, ""T"" = estimated to tenth minute,",,,,,,,,,,,
"G = derived from gridref , ""E"" = error cases derived from gridref,",,,,,,,,,,,
"H = based on GPS readings (NZGD49), ""D"" = by definition i.e. grid points.",,,,,,,,,,,
,,,,,,,,,,,
Max_min: Daily,,,,,,,,,,,
Station,Date(NZST),Tmax(C),Period(Hrs),Tmin(C),Period(Hrs),Tgmin(C),Period(Hrs),Tmean(C),RHmean(%),Period(Hrs),Freq
40985,17/03/20,20.6,24,9.4,24,8.2,24,-,-,-,D
43967,17/03/20,22.3,24,10.1,24,10.5,24,-,-,-,D
4843,17/03/20,22,24,8.4,24,7.1,24,-,-,-,D
17603,18/03/20,14,24,-0.4,24,-3.8,24,-,-,-,D
24120,18/03/20,16.4,24,2.3,24,-,-,-,-,-,D
35136,18/03/20,12.4,24,4.9,24,-,-,-,-,-,D
40985,18/03/20,14,24,4,24,-0.6,24,-,-,-,D
43967,18/03/20,15.5,24,2.5,24,-2.5,24,-,-,-,D
4843,18/03/20,15,24,-1.3,24,-5.3,24,-,-,-,D
17603,19/03/20,16.6,24,5.4,24,7.6,24,-,-,-,D
24120,19/03/20,16.6,24,7.7,24,-,-,-,-,-,D
35136,19/03/20,14.8,24,7.4,24,-,-,-,-,-,D
40985,19/03/20,16.4,24,8.5,24,3.9,24,-,-,-,D
43967,19/03/20,16.5,24,8.8,24,5.2,24,-,-,-,D
4843,19/03/20,16.8,24,4.4,24,-1.1,24,-,-,-,D
17603,20/03/20,26.5,24,9.6,24,6,24,-,-,-,D
24120,20/03/20,25.9,24,9.3,24,-,-,-,-,-,D
35136,20/03/20,22,24,8.6,24,-,-,-,-,-,D
40985,20/03/20,24.8,24,11.1,24,8.6,24,-,-,-,D
43967,20/03/20,23.4,24,9.8,24,4.3,24,-,-,-,D
4843,20/03/20,25.8,24,7.3,24,3.3,24,-,-,-,D
17603,21/03/20,13.4,24,8.9,24,7,24,-,-,-,D
24120,21/03/20,13.8,24,9.7,24,-,-,-,-,-,D
35136,21/03/20,9.3,24,6.9,24,-,-,-,-,-,D
40985,21/03/20,12.9,24,9.6,24,8.9,24,-,-,-,D
43967,21/03/20,13.9,24,9.8,24,8.4,24,-,-,-,D
4843,21/03/20,13.3,24,8.6,24,4.6,24,-,-,-,D
17603,22/03/20,16.2,24,6.8,24,3.3,24,-,-,-,D
24120,22/03/20,16.4,24,7.6,24,-,-,-,-,-,D
35136,22/03/20,15.9,24,8.5,24,-,-,-,-,-,D
40985,22/03/20,18.7,24,11.6,24,9.6,24,-,-,-,D
43967,22/03/20,16.2,24,9.6,24,4.1,24,-,-,-,D
4843,22/03/20,16.9,24,6.5,24,2,24,-,-,-,D
17603,23/03/20,25.8,24,11,24,8.4,24,-,-,-,D
24120,23/03/20,28,24,12.5,24,-,-,-,-,-,D
35136,23/03/20,24,24,8.4,24,-,-,-,-,-,D
40985,23/03/20,26.6,24,11.3,24,9.4,24,-,-,-,D
43967,23/03/20,24,24,13.1,24,10,24,-,-,-,D
4843,23/03/20,27.8,24,11.1,24,9.8,24,-,-,-,D
17603,24/03/20,19.2,24,2.4,24,-1.5,24,-,-,-,D
24120,24/03/20,18.1,24,1.7,24,-,-,-,-,-,D
35136,24/03/20,15.3,24,1.3,24,-,-,-,-,-,D
40985,24/03/20,17.8,24,3.8,24,3.8,24,-,-,-,D
43967,24/03/20,18,24,5,24,2.6,24,-,-,-,D
4843,24/03/20,18.5,24,4,24,1.3,24,-,-,-,D
17603,25/03/20,13.1,24,3.1,24,-0.8,24,-,-,-,D
24120,25/03/20,13.2,24,4,24,-,-,-,-,-,D
35136,25/03/20,9.5,24,4.7,24,-,-,-,-,-,D
40985,25/03/20,12.6,24,7.2,24,3.2,24,-,-,-,D
43967,25/03/20,13.5,24,5.2,24,-0.5,24,-,-,-,D
4843,25/03/20,13.8,24,1.5,24,-2.8,24,-,-,-,D
17603,26/03/20,17.3,24,7,24,4.7,24,-,-,-,D
24120,26/03/20,17.5,24,8.6,24,-,-,-,-,-,D
35136,26/03/20,14.4,24,9,24,-,-,-,-,-,D
40985,26/03/20,16.8,24,10,24,6.9,24,-,-,-,D
43967,26/03/20,17.3,24,7.5,24,4.1,24,-,-,-,D
4843,26/03/20,17.9,24,6.4,24,2.9,24,-,-,-,D
17603,27/03/20,23.3,24,8.9,24,9.9,24,-,-,-,D
24120,27/03/20,23.4,24,10.4,24,-,-,-,-,-,D
35136,27/03/20,19.3,24,8.8,24,-,-,-,-,-,D
40985,27/03/20,22,24,11.1,24,10.5,24,-,-,-,D
43967,27/03/20,21.2,24,10.7,24,12.1,24,-,-,-,D
4843,27/03/20,22.8,24,7.9,24,7.7,24,-,-,-,D
17603,28/03/20,13.1,24,9.1,24,8.5,24,-,-,-,D
24120,28/03/20,13.6,24,9.3,24,-,-,-,-,-,D
35136,28/03/20,9,24,5.8,24,-,-,-,-,-,D
40985,28/03/20,12.7,24,9,24,7.9,24,-,-,-,D
43967,28/03/20,13.8,24,9.8,24,9.1,24,-,-,-,D
4843,28/03/20,12.9,24,8.9,24,8.2,24,-,-,-,D
17603,29/03/20,14.4,24,7.6,24,5.2,24,-,-,-,D
24120,29/03/20,16.7,24,7.2,24,-,-,-,-,-,D
35136,29/03/20,13.7,24,5.5,24,-,-,-,-,-,D
40985,29/03/20,14.5,24,8.2,24,5.5,24,-,-,-,D
43967,29/03/20,16.1,24,8.7,24,7.6,24,-,-,-,D
4843,29/03/20,14.7,24,7.5,24,6,24,-,-,-,D
17603,30/03/20,12.7,24,9.1,24,9.2,24,-,-,-,D
24120,30/03/20,14.1,24,8.9,24,-,-,-,-,-,D
35136,30/03/20,11.4,24,7,24,-,-,-,-,-,D
40985,30/03/20,14.2,24,9.3,24,9.8,24,-,-,-,D
43967,30/03/20,14.5,24,9.4,24,9.5,24,-,-,-,D
4843,30/03/20,12.2,24,8.9,24,8.7,24,-,-,-,D
17603,31/03/20,15.4,24,11.1,24,11.4,24,-,-,-,D
24120,31/03/20,15,24,11.1,24,-,-,-,-,-,D
35136,31/03/20,11.4,24,10.2,24,-,-,-,-,-,D
40985,31/03/20,15.6,24,12.6,24,11.5,24,-,-,-,D
43967,31/03/20,15.3,24,11.5,24,11.6,24,-,-,-,D
4843,31/03/20,15.1,24,11,24,11.1,24,-,-,-,D
17603,01/04/20,18.1,24,10.3,24,8,24,-,-,-,D
24120,01/04/20,18.9,24,12,24,-,-,-,-,-,D
35136,01/04/20,14.6,24,9.4,24,-,-,-,-,-,D
40985,01/04/20,17.4,24,8.8,24,5.3,24,-,-,-,D
43967,01/04/20,18,24,12.3,24,11.3,24,-,-,-,D
4843,01/04/20,18.2,24,11.6,24,9.4,24,-,-,-,D
17603,02/04/20,16.7,24,10.8,24,10.7,24,-,-,-,D
24120,02/04/20,20.7,24,11.1,24,-,-,-,-,-,D
35136,02/04/20,17.2,24,7.9,24,-,-,-,-,-,D
40985,02/04/20,18,24,7.7,24,4.8,24,-,-,-,D
43967,02/04/20,17.9,24,10.8,24,8.9,24,-,-,-,D
4843,02/04/20,19.3,24,10.6,24,10.5,24,-,-,-,D
17603,03/04/20,16.8,24,7.5,24,4.5,24,-,-,-,D
24120,03/04/20,20.2,24,9.3,24,-,-,-,-,-,D
35136,03/04/20,18.2,24,7.6,24,-,-,-,-,-,D
40985,03/04/20,17.9,24,7.5,24,3.9,24,-,-,-,D
43967,03/04/20,18,24,10.1,24,7.3,24,-,-,-,D
4843,03/04/20,18.8,24,7.9,24,4.8,24,-,-,-,D
17603,04/04/20,18.1,24,10.6,24,11,24,-,-,-,D
24120,04/04/20,17.5,24,11.2,24,-,-,-,-,-,D
35136,04/04/20,14.8,24,8,24,-,-,-,-,-,D
40985,04/04/20,16.6,24,9.8,24,10.4,24,-,-,-,D
43967,04/04/20,16.4,24,11.2,24,11.1,24,-,-,-,D
4843,04/04/20,17.3,24,10.5,24,10.8,24,-,-,-,D
17603,05/04/20,16.8,24,12.8,24,11.7,24,-,-,-,D
24120,05/04/20,16.8,24,13,24,-,-,-,-,-,D
35136,05/04/20,11,24,9,24,-,-,-,-,-,D
40985,05/04/20,15.4,24,11.6,24,12,24,-,-,-,D
43967,05/04/20,17.2,24,13.5,24,12,24,-,-,-,D
4843,05/04/20,18.1,24,12.2,24,9.8,24,-,-,-,D
17603,06/04/20,17.8,24,13.7,24,12.7,24,-,-,-,D
24120,06/04/20,18.4,24,13.4,24,-,-,-,-,-,D
35136,06/04/20,13.3,24,10.2,24,-,-,-,-,-,D
40985,06/04/20,17.1,24,13.2,24,12.9,24,-,-,-,D
43967,06/04/20,17.5,24,13.5,24,12.7,24,-,-,-,D
4843,06/04/20,19,24,12.8,24,10,24,-,-,-,D
17603,07/04/20,18.7,24,13.2,24,11.2,24,-,-,-,D
24120,07/04/20,18.2,24,13.8,24,-,-,-,-,-,D
35136,07/04/20,15.6,24,11,24,-,-,-,-,-,D
40985,07/04/20,18.7,24,13.2,24,10.9,24,-,-,-,D
43967,07/04/20,17.6,24,14.3,24,12,24,-,-,-,D
4843,07/04/20,19.9,24,12.1,24,7,24,-,-,-,D
17603,08/04/20,24.8,24,10.4,24,8.6,24,-,-,-,D
24120,08/04/20,23.4,24,11.6,24,-,-,-,-,-,D
35136,08/04/20,20.6,24,8.1,24,-,-,-,-,-,D
40985,08/04/20,23.6,24,10.3,24,8.4,24,-,-,-,D
43967,08/04/20,20.8,24,11,24,9.5,24,-,-,-,D
4843,08/04/20,24.2,24,10.2,24,8.6,24,-,-,-,D
17603,09/04/20,23.1,24,8.5,24,5.8,24,-,-,-,D
24120,09/04/20,16.8,24,7.2,24,-,-,-,-,-,D
35136,09/04/20,15.1,24,6.1,24,-,-,-,-,-,D
40985,09/04/20,16.2,24,9.4,24,6.2,24,-,-,-,D
43967,09/04/20,16.5,24,8.5,24,6,24,-,-,-,D
4843,09/04/20,16.8,24,7.6,24,3.2,24,-,-,-,D
17603,10/04/20,17.8,24,2.7,24,0.2,24,-,-,-,D
24120,10/04/20,18.3,24,4.3,24,-,-,-,-,-,D
35136,10/04/20,13.3,24,8.1,24,-,-,-,-,-,D
40985,10/04/20,15.6,24,7.5,24,2.5,24,-,-,-,D
43967,10/04/20,17.4,24,4.4,24,0.1,24,-,-,-,D
4843,10/04/20,17.9,24,2.8,24,-0.2,24,-,-,-,D
17603,11/04/20,20.6,24,12.2,24,10.9,24,-,-,-,D
24120,11/04/20,19.9,24,12.5,24,-,-,-,-,-,D
35136,11/04/20,19.8,24,9.4,24,-,-,-,-,-,D
40985,11/04/20,18.7,24,11,24,8.5,24,-,-,-,D
43967,11/04/20,17.4,24,11.6,24,11,24,-,-,-,D
4843,11/04/20,20.1,24,10.1,24,9.1,24,-,-,-,D
17603,12/04/20,18.3,24,9.5,24,5.2,24,-,-,-,D
24120,12/04/20,17.4,24,8.1,24,-,-,-,-,-,D
35136,12/04/20,17.5,24,11,24,-,-,-,-,-,D
40985,12/04/20,17.6,24,10.6,24,6.5,24,-,-,-,D
43967,12/04/20,17.3,24,11.8,24,4.7,24,-,-,-,D
4843,12/04/20,17.7,24,5,24,2.1,24,-,-,-,D
17603,13/04/20,21.7,24,11.5,24,9.6,24,-,-,-,D
24120,13/04/20,22.6,24,13.4,24,-,-,-,-,-,D
35136,13/04/20,17.5,24,8.3,24,-,-,-,-,-,D
40985,13/04/20,21.2,24,11.9,24,12.7,24,-,-,-,D
43967,13/04/20,21.2,24,13,24,10.6,24,-,-,-,D
4843,13/04/20,23.1,24,12.4,24,7.2,24,-,-,-,D
17603,14/04/20,17.5,24,2.5,24,-2.5,24,-,-,-,D
24120,14/04/20,19.1,24,2.4,24,-,-,-,-,-,D
35136,14/04/20,15.7,24,3.1,24,-,-,-,-,-,D
40985,14/04/20,16.8,24,3.8,24,0.1,24,-,-,-,D
43967,14/04/20,19.2,24,4.2,24,0,24,-,-,-,D
4843,14/04/20,17.7,24,3.3,24,-1.6,24,-,-,-,D
17603,15/04/20,14.2,24,3.4,24,1.3,24,-,-,-,D
24120,15/04/20,15.3,24,5.2,24,-,-,-,-,-,D
35136,15/04/20,11.4,24,4.7,24,-,-,-,-,-,D
40985,15/04/20,12.4,24,6.1,24,5.1,24,-,-,-,D
43967,15/04/20,14.3,24,7.4,24,6.2,24,-,-,-,D
4843,15/04/20,15.2,24,4.3,24,1.9,24,-,-,-,D
17603,16/04/20,13,24,4.1,24,0.2,24,-,-,-,D
24120,16/04/20,14.4,24,3.6,24,-,-,-,-,-,D
35136,16/04/20,12.9,24,5.4,24,-,-,-,-,-,D
40985,16/04/20,12.1,24,5.1,24,0.5,24,-,-,-,D
43967,16/04/20,12.8,24,3.7,24,-1.8,24,-,-,-,D
4843,16/04/20,13.6,24,2.2,24,-1.6,24,-,-,-,D
17603,17/04/20,16.5,24,5.5,24,3.6,24,-,-,-,D
24120,17/04/20,19.3,24,7.2,24,-,-,-,-,-,D
35136,17/04/20,17,24,7,24,-,-,-,-,-,D
40985,17/04/20,18.9,24,7.8,24,4.9,24,-,-,-,D
43967,17/04/20,17.9,24,7.8,24,5.2,24,-,-,-,D
4843,17/04/20,18.1,24,4.9,24,2.5,24,-,-,-,D
17603,18/04/20,14.7,24,8.5,24,9.6,24,-,-,-,D
24120,18/04/20,14.5,24,9.3,24,-,-,-,-,-,D
35136,18/04/20,13.1,24,7.3,24,-,-,-,-,-,D
40985,18/04/20,14.8,24,9.6,24,9.9,24,-,-,-,D
43967,18/04/20,14.4,24,9.7,24,9.8,24,-,-,-,D
4843,18/04/20,14.6,24,8,24,9.2,24,-,-,-,D
17603,19/04/20,19.8,24,7.4,24,4,24,-,-,-,D
24120,19/04/20,21,24,6.6,24,-,-,-,-,-,D
35136,19/04/20,15.9,24,7.5,24,-,-,-,-,-,D
40985,19/04/20,19,24,8.9,24,3.5,24,-,-,-,D
43967,19/04/20,20.6,24,7.5,24,1.5,24,-,-,-,D
4843,19/04/20,19.8,24,4.5,24,0.6,24,-,-,-,D
17603,20/04/20,17.8,24,5.8,24,1.2,24,-,-,-,D
24120,20/04/20,19.3,24,5.5,24,-,-,-,-,-,D
35136,20/04/20,14.1,24,8.3,24,-,-,-,-,-,D
40985,20/04/20,17,24,9.3,24,3.5,24,-,-,-,D
43967,20/04/20,19.3,24,6.7,24,0.6,24,-,-,-,D
4843,20/04/20,17.9,24,5.1,24,0,24,-,-,-,D
17603,21/04/20,19.2,24,0.1,24,-3.4,24,-,-,-,D
24120,21/04/20,21,24,2.1,24,-,-,-,-,-,D
35136,21/04/20,17.1,24,8,24,-,-,-,-,-,D
40985,21/04/20,18.6,24,7.7,24,1.4,24,-,-,-,D
43967,21/04/20,20,24,4.6,24,0.9,24,-,-,-,D
4843,21/04/20,19.3,24,-0.5,24,-3.1,24,-,-,-,D
17603,22/04/20,17.4,24,8.1,24,5,24,-,-,-,D
24120,22/04/20,17.2,24,10.6,24,-,-,-,-,-,D
35136,22/04/20,17.9,24,7.8,24,-,-,-,-,-,D
40985,22/04/20,15.6,24,9.9,24,6.9,24,-,-,-,D
43967,22/04/20,15.5,24,11.1,24,8.3,24,-,-,-,D
4843,22/04/20,17.6,24,8.3,24,3.8,24,-,-,-,D
17603,23/04/20,16.9,24,4.7,24,2.2,24,-,-,-,D
24120,23/04/20,19.9,24,6.4,24,-,-,-,-,-,D
35136,23/04/20,20.4,24,10,24,-,-,-,-,-,D
40985,23/04/20,18.4,24,7.3,24,3.7,24,-,-,-,D
43967,23/04/20,16.7,24,4.9,24,2.1,24,-,-,-,D
4843,23/04/20,19.4,24,3.7,24,1.5,24,-,-,-,D
17603,24/04/20,16.4,24,1.8,24,-1.1,24,-,-,-,D
24120,24/04/20,16.1,24,2.8,24,-,-,-,-,-,D
35136,24/04/20,17.1,24,11.3,24,-,-,-,-,-,D
40985,24/04/20,16.6,24,9.3,24,2.8,24,-,-,-,D
43967,24/04/20,16,24,2.9,24,-1.2,24,-,-,-,D
4843,24/04/20,15.6,24,1.1,24,-1.3,24,-,-,-,D
17603,25/04/20,21.2,24,7.6,24,5,24,-,-,-,D
24120,25/04/20,22.1,24,8.4,24,-,-,-,-,-,D
35136,25/04/20,20.5,24,11.2,24,-,-,-,-,-,D
40985,25/04/20,21,24,9.7,24,5.6,24,-,-,-,D
43967,25/04/20,19.4,24,7.5,24,5.9,24,-,-,-,D
4843,25/04/20,21.3,24,7.3,24,4.3,24,-,-,-,D
17603,26/04/20,23.2,24,5.6,24,1.2,24,-,-,-,D
24120,26/04/20,24.3,24,7,24,-,-,-,-,-,D
35136,26/04/20,20.6,24,7.6,24,-,-,-,-,-,D
40985,26/04/20,23.1,24,9.2,24,5.1,24,-,-,-,D
43967,26/04/20,24.3,24,9.2,24,3.2,24,-,-,-,D
4843,26/04/20,23.7,24,4.6,24,-0.2,24,-,-,-,D
17603,27/04/20,19.8,24,11.6,24,10.4,24,-,-,-,D
24120,27/04/20,19.8,24,11.1,24,-,-,-,-,-,D
35136,27/04/20,16.6,24,8.5,24,-,-,-,-,-,D
40985,27/04/20,19.8,24,10.8,24,7.9,24,-,-,-,D
43967,27/04/20,19.7,24,11.6,24,8.2,24,-,-,-,D
4843,27/04/20,19.7,24,8.7,24,6.3,24,-,-,-,D
17603,28/04/20,23.8,24,2.1,24,-1.2,24,-,-,-,D
24120,28/04/20,22.6,24,4.4,24,-,-,-,-,-,D
35136,28/04/20,18.5,24,7.6,24,-,-,-,-,-,D
40985,28/04/20,22.6,24,7.6,24,2.9,24,-,-,-,D
43967,28/04/20,22.7,24,4.7,24,-0.5,24,-,-,-,D
4843,28/04/20,22.5,24,1.7,24,-1.2,24,-,-,-,D
17603,29/04/20,18.7,24,8.1,24,7.5,24,-,-,-,D
24120,29/04/20,20.3,24,10.2,24,-,-,-,-,-,D
35136,29/04/20,17.1,24,8.2,24,-,-,-,-,-,D
40985,29/04/20,18.1,24,10.9,24,8.6,24,-,-,-,D
43967,29/04/20,18.9,24,8.7,24,8.5,24,-,-,-,D
4843,29/04/20,19,24,0.3,24,-2.6,24,-,-,-,D
17603,30/04/20,18.9,24,2.6,24,-0.7,24,-,-,-,D
24120,30/04/20,18.7,24,2.2,24,-,-,-,-,-,D
35136,30/04/20,18.1,24,9.7,24,-,-,-,-,-,D
40985,30/04/20,17.2,24,8,24,0.8,24,-,-,-,D
43967,30/04/20,16.1,24,2.2,24,-2.1,24,-,-,-,D
4843,30/04/20,18.6,24,-1.1,24,-4.2,24,-,-,-,D
17603,01/05/20,25.5,24,2.6,24,-1.3,24,-,-,-,D
24120,01/05/20,26.6,24,4.2,24,-,-,-,-,-,D
35136,01/05/20,22.3,24,14.5,24,-,-,-,-,-,D
40985,01/05/20,25.6,24,12.3,24,6.2,24,-,-,-,D
43967,01/05/20,23.1,24,4.3,24,0,24,-,-,-,D
4843,01/05/20,25.2,24,2.8,24,-1.7,24,-,-,-,D
17603,02/05/20,20.9,24,5.7,24,1.4,24,-,-,-,D
24120,02/05/20,21.7,24,3.8,24,-,-,-,-,-,D
35136,02/05/20,20.5,24,12,24,-,-,-,-,-,D
40985,02/05/20,21,24,11.1,24,4.7,24,-,-,-,D
43967,02/05/20,19.9,24,8.2,24,-0.6,24,-,-,-,D
4843,02/05/20,21.1,24,0.3,24,-2.6,24,-,-,-,D
17603,03/05/20,21,24,13.7,24,12.6,24,-,-,-,D
24120,03/05/20,21.2,24,12.3,24,-,-,-,-,-,D
35136,03/05/20,18.8,24,12.1,24,-,-,-,-,-,D
40985,03/05/20,21.1,24,14.3,24,13.5,24,-,-,-,D
43967,03/05/20,21,24,13.9,24,10.6,24,-,-,-,D
4843,03/05/20,22.7,24,8.5,24,8.5,24,-,-,-,D
17603,04/05/20,24.4,24,10.7,24,6.8,24,-,-,-,D
24120,04/05/20,25.9,24,10.3,24,-,-,-,-,-,D
35136,04/05/20,21.1,24,10,24,-,-,-,-,-,D
40985,04/05/20,22.9,24,12.2,24,9,24,-,-,-,D
43967,04/05/20,25.3,24,11.9,24,6.8,24,-,-,-,D
4843,04/05/20,24.4,24,7.2,24,2.9,24,-,-,-,D
17603,05/05/20,17.6,24,7,24,6.5,24,-,-,-,D
24120,05/05/20,18.2,24,6.6,24,-,-,-,-,-,D
35136,05/05/20,13.5,24,4.2,24,-,-,-,-,-,D
40985,05/05/20,17.8,24,6.9,24,6.1,24,-,-,-,D
43967,05/05/20,17.9,24,7,24,6.6,24,-,-,-,D
4843,05/05/20,17.7,24,6,24,5.3,24,-,-,-,D
17603,06/05/20,12.1,24,2,24,0.2,24,-,-,-,D
24120,06/05/20,12.8,24,0.9,24,-,-,-,-,-,D
35136,06/05/20,7.4,24,2.5,24,-,-,-,-,-,D
40985,06/05/20,10.2,24,2.8,24,-0.2,24,-,-,-,D
43967,06/05/20,12.3,24,2.5,24,-0.2,24,-,-,-,D
4843,06/05/20,12.3,24,0.8,24,-0.9,24,-,-,-,D
17603,07/05/20,16.6,24,4,24,0.3,24,-,-,-,D
24120,07/05/20,16.7,24,3.9,24,-,-,-,-,-,D
35136,07/05/20,12.4,24,7.2,24,-,-,-,-,-,D
40985,07/05/20,15,24,7.2,24,3.5,24,-,-,-,D
43967,07/05/20,15.6,24,5.5,24,1.5,24,-,-,-,D
4843,07/05/20,16.8,24,0.5,24,-1.2,24,-,-,-,D
17603,08/05/20,20.9,24,6.4,24,2.5,24,-,-,-,D
24120,08/05/20,22,24,4.5,24,-,-,-,-,-,D
35136,08/05/20,17.2,24,10.8,24,-,-,-,-,-,D
40985,08/05/20,19.9,24,11.7,24,5.7,24,-,-,-,D
43967,08/05/20,20.3,24,5.1,24,0.5,24,-,-,-,D
4843,08/05/20,19.9,24,4,24,0.1,24,-,-,-,D
17603,09/05/20,17.1,24,8.3,24,7.2,24,-,-,-,D
24120,09/05/20,16,24,10.6,24,-,-,-,-,-,D
35136,09/05/20,16.2,24,7,24,-,-,-,-,-,D
40985,09/05/20,15.3,24,9.9,24,9.8,24,-,-,-,D
43967,09/05/20,14.7,24,11.3,24,10.9,24,-,-,-,D
4843,09/05/20,15.4,24,4.9,24,1.9,24,-,-,-,D
17603,10/05/20,15.4,24,10.3,24,9.9,24,-,-,-,D
24120,10/05/20,15.5,24,11.3,24,-,-,-,-,-,D
35136,10/05/20,11.2,24,8.3,24,-,-,-,-,-,D
40985,10/05/20,14.9,24,9.5,24,8,24,-,-,-,D
43967,10/05/20,14.9,24,11.4,24,11.4,24,-,-,-,D
4843,10/05/20,15.7,24,8.3,24,9,24,-,-,-,D
17603,11/05/20,15.8,24,8.8,24,6.5,24,-,-,-,D
24120,11/05/20,16,24,9.9,24,-,-,-,-,-,D
35136,11/05/20,14.2,24,9,24,-,-,-,-,-,D
40985,11/05/20,15.4,24,8.3,24,3.2,24,-,-,-,D
43967,11/05/20,15.5,24,11.1,24,8.2,24,-,-,-,D
4843,11/05/20,15.2,24,5.6,24,1.2,24,-,-,-,D
17603,12/05/20,17.3,24,11.2,24,9.9,24,-,-,-,D
24120,12/05/20,17.5,24,11.4,24,-,-,-,-,-,D
35136,12/05/20,15.5,24,9.3,24,-,-,-,-,-,D
40985,12/05/20,16.3,24,11.6,24,8.8,24,-,-,-,D
43967,12/05/20,16.7,24,12.1,24,10.3,24,-,-,-,D
4843,12/05/20,18.3,24,11,24,8.5,24,-,-,-,D
17603,13/05/20,13.6,24,5.8,24,3.6,24,-,-,-,D
24120,13/05/20,14.2,24,7.1,24,-,-,-,-,-,D
35136,13/05/20,10.1,24,7.1,24,-,-,-,-,-,D
40985,13/05/20,13,24,8.2,24,6.3,24,-,-,-,D
43967,13/05/20,14.8,24,9,24,7.4,24,-,-,-,D
4843,13/05/20,13.9,24,5.9,24,4,24,-,-,-,D
17603,14/05/20,14.1,24,6,24,4.3,24,-,-,-,D
24120,14/05/20,14,24,6.7,24,-,-,-,-,-,D
35136,14/05/20,10.6,24,7.8,24,-,-,-,-,-,D
40985,14/05/20,13.4,24,7.7,24,3.5,24,-,-,-,D
43967,14/05/20,13.5,24,5.8,24,2.2,24,-,-,-,D
4843,14/05/20,13.9,24,6.3,24,2.2,24,-,-,-,D
17603,15/05/20,15.8,24,5.7,24,2.6,24,-,-,-,D
24120,15/05/20,15.7,24,6.9,24,-,-,-,-,-,D
35136,15/05/20,13.9,24,7.4,24,-,-,-,-,-,D
40985,15/05/20,15.2,24,7.7,24,3.6,24,-,-,-,D
43967,15/05/20,14.5,24,7.2,24,2.6,24,-,-,-,D
4843,15/05/20,15.5,24,4.5,24,2.5,24,-,-,-,D
17603,16/05/20,12.7,24,1.7,24,-0.9,24,-,-,-,D
24120,16/05/20,15.8,24,4,24,-,-,-,-,-,D
35136,16/05/20,12,24,6.2,24,-,-,-,-,-,D
40985,16/05/20,13.9,24,6,24,1.7,24,-,-,-,D
43967,16/05/20,15.7,24,5.9,24,1.2,24,-,-,-,D
4843,16/05/20,14.4,24,2.7,24,-0.2,24,-,-,-,D
17603,17/05/20,14,24,0,24,-2.5,24,-,-,-,D
24120,17/05/20,16.1,24,0.7,24,-,-,-,-,-,D
35136,17/05/20,10.4,24,5.4,24,-,-,-,-,-,D
40985,17/05/20,13.4,24,4.5,24,0.1,24,-,-,-,D
43967,17/05/20,14.1,24,1.9,24,-2.8,24,-,-,-,D
4843,17/05/20,14.7,24,-2.1,24,-4.2,24,-,-,-,D
17603,18/05/20,13.5,24,1.8,24,-0.5,24,-,-,-,D
24120,18/05/20,14.2,24,4.6,24,-,-,-,-,-,D
35136,18/05/20,10.7,24,5.8,24,-,-,-,-,-,D
40985,18/05/20,13.3,24,5.4,24,0.3,24,-,-,-,D
43967,18/05/20,13,24,5.5,24,1,24,-,-,-,D
4843,18/05/20,13.3,24,2.2,24,-0.2,24,-,-,-,D
17603,19/05/20,10.3,24,2,24,-0.9,24,-,-,-,D
24120,19/05/20,13.2,24,4.1,24,-,-,-,-,-,D
35136,19/05/20,11.6,24,5,24,-,-,-,-,-,D
40985,19/05/20,11.5,24,5.4,24,1.4,24,-,-,-,D
43967,19/05/20,13.2,24,6.6,24,5.1,24,-,-,-,D
4843,19/05/20,12.2,24,2.2,24,-1.6,24,-,-,-,D
17603,20/05/20,13.8,24,1,24,-1.8,24,-,-,-,D
24120,20/05/20,15.2,24,1.7,24,-,-,-,-,-,D
35136,20/05/20,10.1,24,5.6,24,-,-,-,-,-,D
40985,20/05/20,13.2,24,7.6,24,6.5,24,-,-,-,D
43967,20/05/20,13.6,24,4.3,24,1.5,24,-,-,-,D
4843,20/05/20,13.5,24,-2.6,24,-5.5,24,-,-,-,D
17603,21/05/20,11.9,24,-1.9,24,-4.8,24,-,-,-,D
24120,21/05/20,12,24,1.9,24,-,-,-,-,-,D
35136,21/05/20,12.9,24,5.2,24,-,-,-,-,-,D
40985,21/05/20,12.6,24,6.9,24,2.5,24,-,-,-,D
43967,21/05/20,12.2,24,2.5,24,-2.2,24,-,-,-,D
